Project_ID,Cost_Center,Supplier,PO_Requested,Forecast_Amount,Actuals_Amount,Budget_Remaining,Compliance_Flag,Variance
CUST-0066	Operations	W.A.S.P.	46919	57720	62204	10801	0	4484
CUST-0067	Technology	Motörhead	42063	91290	98156	49227	0	6866
CUST-0068	Finance	Anthrax	11822	41298	38116	29476	1	-3182
CUST-0069	Sales	Judas Priest	37517	52034	45994	14517	0	-6040
CUST-0070	HR	W.A.S.P.	14217	18302	21824	4085	0	3522
CUST-0071	Technology	Megadeth	26703	96283	93387	69580	0	-2896
CUST-0072	Sales	W.A.S.P.	10099	80642	89126	70543	0	8484
CUST-0073	Finance	Slayer	20597	60789	51347	40192	0	-9442
CUST-0074	Technology	Motörhead	27728	34886	28171	7158	0	-6715
CUST-0075	Marketing	Venom	25939	78690	78194	52751	0	-496
CUST-0076	HR	Motörhead	16002	99551	96813	83549	0	-2738
CUST-0077	Operations	Judas Priest	46693	75214	66078	28521	0	-9136
CUST-0078	Operations	Pantera	10814	82281	66904	71467	0	-15377
CUST-0079	HR	Megadeth	48910	30202	32132	-18708	1	1930
CUST-0080	Marketing	Judas Priest	46884	90352	93719	43468	0	3367
CUST-0081	Sales	Saxon	27003	47110	46527	20107	0	-583
CUST-0082	Finance	Venom	34270	52283	60826	18013	0	8543
CUST-0083	Operations	W.A.S.P.	5746	63713	52073	57967	0	-11640
CUST-0084	Sales	Queensrÿche	22380	94004	86545	71624	0	-7459
CUST-0085	Marketing	W.A.S.P.	18741	52208	41980	33467	1	-10228
CUST-0086	Sales	Saxon	21353	24478	20527	3125	0	-3951
CUST-0087	Operations	Metallica	9442	22616	19212	13174	1	-3404
CUST-0088	Logistics	Pantera	27969	78576	81775	50607	0	3199
CUST-0089	Finance	Anthrax	21820	96362	99738	74542	0	3376
CUST-0090	Logistics	Megadeth	12080	18739	16490	6659	0	-2249
CUST-0091	HR	Twisted Sister	5083	15737	16810	10654	0	1073
CUST-0092	Sales	Saxon	8155	27009	21923	18854	0	-5086
CUST-0093	Finance	Iron Maiden	30292	33414	28676	3122	1	-4738
CUST-0094	Marketing	Megadeth	33719	14099	15487	-19620	1	1388
CUST-0095	Finance	W.A.S.P.	32502	36486	33236	3984	0	-3250
CUST-0096	Finance	Saxon	15901	24031	24797	8130	0	766
CUST-0097	Marketing	Pantera	32133	73618	69265	41485	0	-4353
CUST-0098	HR	Motörhead	37314	35115	40103	-2199	0	4988
CUST-0099	Finance	Venom	29819	22943	25519	-6876	0	2576
CUST-0100	HR	W.A.S.P.	28018	14170	14810	-13848	0	640
CUST-0101	HR	Slayer	40784	84843	85009	44059	0	166
CUST-0102	HR	Motörhead	29598	94115	77864	64517	0	-16251
CUST-0103	Operations	Megadeth	11647	60934	68723	49287	0	7789
CUST-0104	Technology	Saxon	36423	96235	106368	59812	0	10133
CUST-0105	HR	Dio	42883	74213	75069	31330	0	856
CUST-0106	Marketing	Metallica	47661	78920	85732	31259	0	6812
CUST-0107	Technology	Queensrÿche	19783	91785	108829	72002	0	17044
CUST-0108	HR	Anthrax	15659	87371	75900	71712	0	-11471
CUST-0109	Marketing	Judas Priest	34575	43546	47970	8971	0	4424
CUST-0110	Marketing	W.A.S.P.	9830	16433	13174	6603	0	-3259
CUST-0111	Logistics	Saxon	7189	58018	63247	50829	0	5229
CUST-0112	Logistics	Slayer	24327	38930	45536	14603	0	6606
CUST-0113	Finance	W.A.S.P.	6315	89423	104463	83108	0	15040
CUST-0114	HR	Saxon	25887	19289	21999	-6598	0	2710
CUST-0115	HR	Manowar	22113	11715	11596	-10398	0	-119
CUST-0116	Technology	Queensrÿche	11863	37359	40319	25496	1	2960
CUST-0117	Marketing	Slayer	9862	95950	83865	86088	0	-12085
CUST-0118	HR	Saxon	27400	74409	79573	47009	0	5164
CUST-0119	Finance	Saxon	16148	20480	17263	4332	0	-3217
CUST-0120	Sales	Metallica	29606	71349	80902	41743	0	9553
CUST-0121	Sales	Manowar	15545	93744	111791	78199	0	18047
CUST-0122	Sales	W.A.S.P.	9915	17956	17410	8041	0	-546
CUST-0123	Operations	Queensrÿche	40851	57307	57633	16456	1	326
CUST-0124	Marketing	Judas Priest	11101	83140	80066	72039	0	-3074
CUST-0125	Sales	W.A.S.P.	27147	64519	71265	37372	0	6746
CUST-0126	Operations	Motörhead	43930	58374	54037	14444	0	-4337
CUST-0127	Sales	Saxon	45215	17641	17400	-27574	1	-241
CUST-0128	Finance	Dio	36636	90862	91578	54226	0	716
CUST-0129	Logistics	Megadeth	7031	44840	44764	37809	1	-76
CUST-0130	Finance	W.A.S.P.	33267	79339	74935	46072	0	-4404
CUST-0131	Operations	Venom	47836	15328	14029	-32508	1	-1299
CUST-0132	Marketing	Manowar	15813	19225	20933	3412	0	1708
CUST-0133	Technology	W.A.S.P.	44801	49833	41505	5032	1	-8328
CUST-0134	HR	Judas Priest	33455	20215	20164	-13240	0	-51
CUST-0135	Finance	Metallica	15295	38298	36532	23003	0	-1766
CUST-0136	Marketing	Twisted Sister	8509	78089	76744	69580	0	-1345
CUST-0137	HR	Dio	11636	22729	24876	11093	0	2147
CUST-0138	Logistics	Anthrax	26698	23267	25007	-3431	0	1740
CUST-0139	Logistics	Dio	18470	40279	45774	21809	0	5495
CUST-0140	HR	Venom	17450	79685	70947	62235	0	-8738
CUST-0141	Logistics	Motörhead	31822	60506	58262	28684	0	-2244
CUST-0142	Marketing	Anthrax	41314	34832	41588	-6482	0	6756
CUST-0143	Finance	Queensrÿche	40397	35312	34294	-5085	0	-1018
CUST-0144	Marketing	Dio	22384	78969	90238	56585	0	11269
CUST-0145	Marketing	Dio	48292	96098	111272	47806	0	15174
CUST-0146	HR	Iron Maiden	23449	42605	47759	19156	0	5154
CUST-0147	Technology	Twisted Sister	24490	84714	99592	60224	0	14878
CUST-0148	Technology	Saxon	20567	91962	87085	71395	1	-4877
CUST-0149	Finance	Megadeth	11285	33448	26929	22163	0	-6519
CUST-0150	HR	Megadeth	8252	83193	88988	74941	0	5795
CUST-0151	Technology	Saxon	30749	83156	88880	52407	0	5724
CUST-0152	Logistics	Manowar	42471	64419	61748	21948	0	-2671
CUST-0153	Technology	Slayer	41022	23829	24045	-17193	0	216
CUST-0154	Logistics	Saxon	37174	93705	100321	56531	0	6616
CUST-0155	Finance	W.A.S.P.	15065	85571	72537	70506	0	-13034
CUST-0156	Marketing	Twisted Sister	8572	56918	54523	48346	0	-2395
CUST-0157	Marketing	Dio	28647	98407	106084	69760	1	7677
CUST-0158	Technology	Iron Maiden	5250	70125	83520	64875	0	13395
CUST-0159	Logistics	Judas Priest	33023	97194	106580	64171	0	9386
CUST-0160	Operations	Anthrax	10742	65977	76333	55235	0	10356
CUST-0161	Sales	Queensrÿche	24303	23644	20510	-659	1	-3134
CUST-0162	Operations	Queensrÿche	48386	31864	30126	-16522	0	-1738
CUST-0163	Sales	Pantera	45965	33644	29594	-12321	0	-4050
CUST-0164	Operations	W.A.S.P.	44335	82085	72243	37750	0	-9842
CUST-0165	Marketing	Queensrÿche	36478	62632	71250	26154	0	8618
CUST-0166	HR	Metallica	18085	76151	73235	58066	0	-2916
CUST-0167	Marketing	W.A.S.P.	11356	54238	48442	42882	0	-5796
CUST-0168	Sales	Manowar	6686	96184	93287	89498	0	-2897
CUST-0169	HR	Saxon	18562	30732	30721	12170	0	-11
CUST-0170	Logistics	Megadeth	16195	79979	88450	63784	0	8471
CUST-0171	Technology	Motörhead	46824	88632	98061	41808	0	9429
CUST-0172	Operations	Venom	24124	68066	70615	43942	0	2549
CUST-0173	Logistics	Judas Priest	10369	56179	61938	45810	0	5759
CUST-0174	Logistics	Pantera	36035	51307	57484	15272	0	6177
CUST-0175	Technology	Judas Priest	12569	82100	96655	69531	0	14555
CUST-0176	Logistics	Motörhead	25208	52553	49527	27345	0	-3026
CUST-0177	Technology	Saxon	31048	58722	62637	27674	0	3915
CUST-0178	Finance	Motörhead	35863	64046	75577	28183	0	11531
CUST-0179	Technology	Megadeth	37053	93000	111135	55947	0	18135
CUST-0180	Sales	Manowar	48321	66438	66741	18117	0	303
CUST-0181	Operations	Judas Priest	22367	52395	45004	30028	0	-7391
CUST-0182	HR	Slayer	10972	89745	88116	78773	0	-1629
CUST-0183	HR	Slayer	47065	41551	35271	-5514	0	-6280
CUST-0184	Operations	Queensrÿche	40659	83812	83454	43153	0	-358
CUST-0185	HR	Saxon	30396	81516	72739	51120	0	-8777
CUST-0186	Technology	Slayer	17116	38039	44770	20923	0	6731
CUST-0187	Sales	Saxon	29315	59160	48031	29845	0	-11129
CUST-0188	Finance	Venom	29998	82120	89931	52122	0	7811
CUST-0189	Sales	Metallica	29209	43303	49024	14094	0	5721
CUST-0190	HR	Anthrax	17227	57187	57144	39960	0	-43
CUST-0191	Finance	Saxon	34214	69297	56179	35083	0	-13118
CUST-0192	Operations	W.A.S.P.	7924	68654	59841	60730	0	-8813
CUST-0193	Finance	Pantera	22255	62047	64642	39792	0	2595
CUST-0194	Logistics	Iron Maiden	33818	10025	9331	-23793	0	-694
CUST-0195	Marketing	Venom	35478	14543	13395	-20935	0	-1148
CUST-0196	Logistics	Queensrÿche	22262	47287	49617	25025	0	2330
CUST-0197	Operations	W.A.S.P.	19827	88087	97254	68260	0	9167
CUST-0198	HR	Judas Priest	22600	12136	12917	-10464	0	781
CUST-0199	HR	Dio	41978	77844	78465	35866	0	621
CUST-0200	Finance	Dio	9039	27705	27618	18666	0	-87
CUST-0201	Technology	Venom	14904	49562	48888	34658	0	-674
CUST-0202	Sales	W.A.S.P.	48743	10860	9963	-37883	0	-897
CUST-0203	Marketing	Judas Priest	11337	49365	49323	38028	0	-42
CUST-0204	Technology	Manowar	10616	39083	39157	28467	0	74
CUST-0205	Operations	Metallica	48787	38157	38804	-10630	0	647
CUST-0206	Sales	Iron Maiden	27530	51275	57622	23745	0	6347
CUST-0207	HR	Anthrax	40484	12844	13052	-27640	0	208
CUST-0208	Finance	Motörhead	32131	46170	37262	14039	1	-8908
CUST-0209	Sales	Judas Priest	43648	82569	91287	38921	0	8718
CUST-0210	HR	Metallica	19910	77013	92129	57103	0	15116
CUST-0211	Technology	Iron Maiden	41280	82918	95525	41638	1	12607
CUST-0212	Technology	Twisted Sister	8996	84798	71879	75802	0	-12919
CUST-0213	Marketing	Venom	30369	84922	83227	54553	0	-1695
CUST-0214	Marketing	Anthrax	39247	30278	34551	-8969	0	4273
CUST-0215	Finance	Pantera	32435	22358	21844	-10077	0	-514
CUST-0216	Sales	Dio	40095	14946	12171	-25149	0	-2775
CUST-0217	Marketing	Judas Priest	36118	70341	61249	34223	0	-9092
CUST-0218	Technology	Venom	42533	56616	60226	14083	0	3610
CUST-0219	Sales	Saxon	20443	30461	33865	10018	1	3404
CUST-0220	Technology	Dio	36212	28141	32471	-8071	0	4330
CUST-0221	Operations	Slayer	24585	44732	38722	20147	0	-6010
CUST-0222	Technology	Metallica	10174	58114	56502	47940	0	-1612
CUST-0223	Finance	Iron Maiden	30873	86304	79829	55431	0	-6475
CUST-0224	Logistics	Slayer	7275	42749	40852	35474	0	-1897
CUST-0225	Operations	Dio	37905	40539	44820	2634	0	4281
CUST-0226	Operations	Motörhead	42435	43586	44786	1151	0	1200
CUST-0227	Finance	Megadeth	38870	49361	49174	10491	0	-187
CUST-0228	Sales	Saxon	42452	22046	22520	-20406	0	474
CUST-0229	Sales	Pantera	49402	84774	86109	35372	0	1335
CUST-0230	Finance	Judas Priest	45650	62402	61648	16752	0	-754
CUST-0231	Marketing	Venom	14663	84588	86694	69925	0	2106
CUST-0232	Operations	Saxon	12882	38499	33206	25617	0	-5293
CUST-0233	Marketing	Dio	34428	20118	16542	-14310	0	-3576
CUST-0234	Technology	Queensrÿche	16329	52558	47583	36229	0	-4975
CUST-0235	Operations	Saxon	15955	73246	75913	57291	0	2667
CUST-0236	Operations	Queensrÿche	18886	32662	31065	13776	0	-1597
CUST-0237	HR	Venom	17630	73999	79222	56369	0	5223
CUST-0238	Logistics	Venom	13269	85527	94643	72258	0	9116
CUST-0239	Sales	Iron Maiden	7796	22499	20559	14703	0	-1940
CUST-0240	Operations	Queensrÿche	32746	88018	72576	55272	0	-15442
CUST-0241	Sales	Motörhead	10135	94181	97588	84046	0	3407
CUST-0242	Technology	W.A.S.P.	49769	49373	42030	-396	0	-7343
CUST-0243	Sales	W.A.S.P.	33533	14898	14101	-18635	0	-797
CUST-0244	Marketing	Venom	18232	85534	96124	67302	0	10590
CUST-0245	Marketing	Dio	46105	60010	62025	13905	0	2015
CUST-0246	HR	Megadeth	14691	20286	22437	5595	0	2151
CUST-0247	Logistics	Venom	43997	17329	18196	-26668	1	867
CUST-0248	Technology	Venom	21900	53829	51257	31929	0	-2572
CUST-0249	Marketing	Motörhead	25955	55603	54004	29648	1	-1599
CUST-0250	Finance	Anthrax	9391	66925	80094	57534	0	13169
CUST-0251	Technology	Metallica	10703	64594	62318	53891	0	-2276
CUST-0252	Sales	Iron Maiden	30434	25799	21221	-4635	0	-4578
CUST-0253	Technology	Iron Maiden	41461	39716	35652	-1745	1	-4064
CUST-0254	Logistics	Iron Maiden	31041	95561	85417	64520	0	-10144
CUST-0255	Marketing	Iron Maiden	41179	88944	82258	47765	0	-6686
CUST-0256	Technology	Motörhead	26373	11498	9589	-14875	0	-1909
CUST-0257	Sales	Venom	23101	93084	100083	69983	0	6999
CUST-0258	HR	Venom	39058	92862	106566	53804	0	13704
CUST-0259	HR	Manowar	35025	60133	50859	25108	0	-9274
CUST-0260	Marketing	Twisted Sister	5810	17094	14836	11284	0	-2258
CUST-0261	HR	Slayer	45832	49948	50715	4116	0	767
CUST-0262	Finance	Metallica	43507	78731	64161	35224	1	-14570
CUST-0263	Logistics	Pantera	39246	15397	16368	-23849	0	971
CUST-0264	HR	Pantera	32498	51853	50244	19355	0	-1609
CUST-0265	HR	Pantera	12374	80769	81245	68395	0	476
CUST-0266	Finance	Motörhead	32160	84044	81394	51884	0	-2650
CUST-0267	Logistics	Megadeth	14806	29605	23925	14799	1	-5680
CUST-0268	Technology	Saxon	14712	52838	52197	38126	0	-641
CUST-0269	Logistics	Saxon	42132	75850	61354	33718	0	-14496
CUST-0270	Operations	Iron Maiden	43530	38940	36082	-4590	0	-2858
CUST-0271	Marketing	Queensrÿche	43186	30079	30925	-13107	0	846
CUST-0272	Marketing	Pantera	11566	16621	15440	5055	1	-1181
CUST-0273	Operations	Judas Priest	11922	98294	82477	86372	0	-15817
CUST-0274	Finance	Dio	41876	61495	61208	19619	0	-287
CUST-0275	Operations	Motörhead	11618	68407	73629	56789	0	5222
CUST-0276	Technology	Venom	23749	88005	77652	64256	0	-10353
CUST-0277	Technology	Saxon	40103	85399	85287	45296	0	-112
CUST-0278	Marketing	Dio	27535	76155	85642	48620	0	9487
CUST-0279	Technology	Megadeth	31928	21807	23267	-10121	0	1460
CUST-0280	Marketing	Pantera	22310	39109	33893	16799	0	-5216
CUST-0281	Operations	Judas Priest	30103	66614	61272	36511	0	-5342
CUST-0282	Operations	Iron Maiden	47912	47982	56991	70	0	9009
CUST-0283	HR	Anthrax	36823	61684	54325	24861	0	-7359
CUST-0284	HR	Iron Maiden	42488	29400	30992	-13088	0	1592
CUST-0285	Operations	Saxon	44908	27326	32508	-17582	0	5182
CUST-0286	Marketing	Manowar	36001	54062	44878	18061	0	-9184
CUST-0287	Operations	W.A.S.P.	7455	20819	23736	13364	0	2917
CUST-0288	Operations	Queensrÿche	16285	72371	64094	56086	0	-8277
CUST-0289	Sales	Twisted Sister	23049	84899	76923	61850	0	-7976
CUST-0290	Finance	Judas Priest	31409	16463	15128	-14946	0	-1335
CUST-0291	Operations	Dio	14427	81847	84253	67420	0	2406
CUST-0292	Technology	W.A.S.P.	45517	62322	69915	16805	0	7593
CUST-0293	Marketing	Saxon	44888	44413	46626	-475	1	2213
CUST-0294	Finance	Metallica	49617	21151	25025	-28466	0	3874
CUST-0295	HR	Dio	31327	62235	67654	30908	0	5419
CUST-0296	Logistics	Twisted Sister	7541	75774	78144	68233	0	2370
CUST-0297	Marketing	W.A.S.P.	30938	66949	69409	36011	0	2460
CUST-0298	Technology	Twisted Sister	26724	27088	24632	364	0	-2456
CUST-0299	Marketing	Queensrÿche	20569	27677	28412	7108	1	735
CUST-0300	HR	Queensrÿche	8230	73035	73942	64805	0	907
CUST-0301	Technology	Twisted Sister	36143	83308	80878	47165	0	-2430
CUST-0302	Technology	Motörhead	22601	35966	33769	13365	0	-2197
CUST-0303	Logistics	Iron Maiden	29408	73944	61422	44536	1	-12522
CUST-0304	Marketing	Twisted Sister	6325	61815	69819	55490	1	8004
CUST-0305	Sales	W.A.S.P.	27142	95491	95668	68349	0	177
CUST-0306	Logistics	Pantera	24861	84885	78091	60024	0	-6794
CUST-0307	Sales	Twisted Sister	25378	35703	38037	10325	1	2334
CUST-0308	Logistics	Saxon	23372	83553	77315	60181	0	-6238
CUST-0309	Marketing	W.A.S.P.	37218	90739	87628	53521	0	-3111
CUST-0310	Operations	Queensrÿche	49882	78714	70882	28832	0	-7832
CUST-0311	Operations	Venom	11436	42275	42534	30839	0	259
CUST-0312	HR	Iron Maiden	19939	41760	44625	21821	0	2865
CUST-0313	Logistics	Queensrÿche	13807	19390	19758	5583	1	368
CUST-0314	Finance	Queensrÿche	24692	44898	51738	20206	1	6840
CUST-0315	Logistics	Slayer	34039	66369	69762	32330	0	3393
CUST-0316	Logistics	Venom	26028	52390	52729	26362	0	339
CUST-0317	Logistics	Manowar	22656	99749	87242	77093	0	-12507
CUST-0318	Sales	Iron Maiden	32313	85499	85471	53186	0	-28
CUST-0319	HR	Judas Priest	44647	21743	23141	-22904	0	1398
CUST-0320	Operations	W.A.S.P.	47307	24749	27955	-22558	0	3206
CUST-0321	HR	Pantera	10851	98047	115228	87196	1	17181
CUST-0322	HR	Saxon	17316	64209	58248	46893	0	-5961
CUST-0323	HR	Judas Priest	33948	65514	69128	31566	0	3614
CUST-0324	Operations	Metallica	18853	57876	65027	39023	0	7151
CUST-0325	Operations	Twisted Sister	31684	55653	63506	23969	0	7853
CUST-0326	Logistics	Motörhead	36749	34967	40657	-1782	1	5690
CUST-0327	HR	Queensrÿche	38849	52039	61086	13190	0	9047
CUST-0328	Finance	Anthrax	29504	55157	60156	25653	0	4999
CUST-0329	Sales	Iron Maiden	8683	87840	72376	79157	0	-15464
CUST-0330	Sales	Metallica	38768	95905	84421	57137	0	-11484
CUST-0331	Operations	Judas Priest	15418	13172	12974	-2246	0	-198
CUST-0332	Marketing	Pantera	9300	49953	44765	40653	0	-5188
CUST-0333	Marketing	Slayer	25389	32184	35356	6795	0	3172
CUST-0334	Marketing	Venom	38213	55838	61768	17625	0	5930
CUST-0335	Technology	Judas Priest	31436	90769	103263	59333	0	12494
CUST-0336	Logistics	Iron Maiden	13889	67961	65521	54072	0	-2440
CUST-0337	Marketing	Twisted Sister	39359	91681	104889	52322	0	13208
CUST-0338	Logistics	Megadeth	42268	29112	33899	-13156	0	4787
CUST-0339	Marketing	W.A.S.P.	6897	67732	71360	60835	0	3628
CUST-0340	Finance	Queensrÿche	16386	15882	18079	-504	0	2197
CUST-0341	Logistics	Metallica	17632	40603	36817	22971	0	-3786
CUST-0342	Marketing	Iron Maiden	18154	36173	33091	18019	0	-3082
CUST-0343	Sales	Iron Maiden	8776	99831	86277	91055	0	-13554
CUST-0344	Operations	Twisted Sister	21350	58997	63406	37647	0	4409
CUST-0345	Logistics	Megadeth	7167	30446	27232	23279	0	-3214
CUST-0346	Sales	Anthrax	34913	21247	19024	-13666	0	-2223
CUST-0347	Sales	Twisted Sister	8313	24728	21265	16415	0	-3463
CUST-0348	Sales	Judas Priest	28617	17148	13908	-11469	1	-3240
CUST-0349	Technology	Dio	18048	41856	46829	23808	0	4973
CUST-0350	Operations	Venom	22955	91396	84469	68441	0	-6927
CUST-0351	Operations	Metallica	29140	29356	29184	216	0	-172
CUST-0352	HR	Slayer	35423	47707	57082	12284	0	9375
CUST-0353	Technology	Megadeth	38103	11800	11431	-26303	0	-369
CUST-0354	Sales	Metallica	31014	54993	63916	23979	0	8923
CUST-0355	Operations	Twisted Sister	46642	24585	21654	-22057	1	-2931
CUST-0356	Operations	Manowar	13118	49992	45446	36874	0	-4546
CUST-0357	Sales	Queensrÿche	49641	68990	55996	19349	0	-12994
CUST-0358	Sales	Megadeth	7002	71759	80073	64757	0	8314
CUST-0359	Marketing	Venom	20855	12981	11827	-7874	0	-1154
CUST-0360	Marketing	Twisted Sister	29409	53499	54584	24090	0	1085
CUST-0361	Logistics	Motörhead	37033	37395	39553	362	0	2158
CUST-0362	Logistics	Judas Priest	43931	80517	65773	36586	0	-14744
CUST-0363	Logistics	Pantera	34235	37770	41131	3535	0	3361
CUST-0364	Marketing	Motörhead	16638	36712	40856	20074	0	4144
CUST-0365	Sales	Saxon	36102	81620	67102	45518	0	-14518
CUST-0366	Logistics	Anthrax	43461	78585	91048	35124	1	12463
CUST-0367	Operations	Twisted Sister	41132	43902	40634	2770	0	-3268
CUST-0368	Marketing	Manowar	27921	81932	75311	54011	0	-6621
CUST-0369	Logistics	Anthrax	27560	73311	60513	45751	0	-12798
CUST-0370	Operations	Pantera	15716	91663	108348	75947	1	16685
CUST-0371	Logistics	Twisted Sister	21951	28526	33053	6575	0	4527
CUST-0372	Finance	Twisted Sister	10923	97590	104291	86667	0	6701
CUST-0373	Sales	Slayer	23682	12410	14324	-11272	0	1914
CUST-0374	Sales	Saxon	6798	59362	56913	52564	0	-2449
CUST-0375	Logistics	Iron Maiden	30333	86415	98160	56082	0	11745
CUST-0376	Finance	Venom	8253	96969	110263	88716	0	13294
CUST-0377	Logistics	W.A.S.P.	15676	79048	70701	63372	0	-8347
CUST-0378	HR	Metallica	42503	15699	16144	-26804	0	445
CUST-0379	HR	Slayer	19045	43483	43487	24438	0	4
CUST-0380	Sales	Metallica	19506	32324	27419	12818	0	-4905
CUST-0381	Technology	Slayer	47426	17878	19052	-29548	0	1174
CUST-0382	HR	Judas Priest	19752	47226	48745	27474	0	1519
CUST-0383	HR	Megadeth	49413	36305	40300	-13108	0	3995
CUST-0384	Logistics	W.A.S.P.	18548	90997	91916	72449	0	919
CUST-0385	Marketing	W.A.S.P.	22634	45557	45492	22923	0	-65
CUST-0386	Marketing	Slayer	47702	16957	14177	-30745	0	-2780
CUST-0387	Finance	Judas Priest	31837	70943	73775	39106	0	2832
CUST-0388	Marketing	Pantera	38638	95820	106290	57182	1	10470
CUST-0389	Operations	Twisted Sister	6314	11092	10264	4778	0	-828
CUST-0390	Technology	Slayer	49708	18729	21218	-30979	0	2489
CUST-0391	HR	Pantera	5583	60940	66722	55357	0	5782
CUST-0392	Technology	Anthrax	36070	96556	108368	60486	1	11812
CUST-0393	Operations	Megadeth	13671	45561	50007	31890	0	4446
CUST-0394	HR	Judas Priest	47426	96898	113777	49472	0	16879
CUST-0395	Finance	Saxon	16350	96520	85632	80170	0	-10888
CUST-0396	Operations	Pantera	44396	57214	48215	12818	0	-8999
